claim_id,order_id,claim_date,claim_type,claim_status,reported_value,claim_amount,resolution_date,resolution_time_days,refunded_amount
CLM-20221224-52988,27423d17-afcb-443c-b1b8-40d14d2bc6f5,2022-12-20 00:00:00,missing_item,in_investigation,195.19,221.35,,,
CLM-20221209-19741,7a972cac-d0cb-4efc-9c96-535ffbfe8bc5,2022-12-20 21:09:04,other,resolved,69.62,76.11,2022-12-29 10:06:01,8.54,24.09
CLM-20221223-25787,4ab8c2bc-4610-47d2-ae23-b467389db949,2022-12-21 00:00:00,missing_item,resolved,237.5,212.59,2023-01-05 04:17:50,15.18,130.98
CLM-20221222-95222,970077d6-9086-4745-a608-c5c2c9fb615f,2022-12-22 00:00:00,damaged,resolved,119.73,131.05,2022-12-29 12:30:36,7.52,121.35
CLM-20221223-93276,bf01e086-f233-4ddf-b5a8-4a5d6d690b39,2022-12-22 00:00:00,damaged,resolved,317.52,374.15,2022-12-30 04:16:52,8.18,344.66
CLM-20230101-66690,279fb208-15b0-4d9f-921d-3c95ffb8c5c7,2022-12-23 00:00:00,damaged,resolved,692.86,798.76,2023-01-03 22:04:04,11.92,763.03
CLM-20221230-84039,cfd71e45-3a6a-44b9-98f4-527955684103,2022-12-23 00:00:00,damaged,resolved,151.83,166.76,2023-01-02 13:09:56,10.55,164.68
CLM-20221223-40384,9349d3e5-58ad-4d2a-8ae1-5c7289753ff5,2022-12-23 16:52:46,other,resolved,252.14,300.0,2022-12-30 16:50:43,7.0,72.54
CLM-20230105-28313,fe118a3e-c24a-444d-8574-e8ba59c39b04,2022-12-24 00:00:00,wrong_item,open,75.8,66.87,,,
CLM-20221218-52995,138a5193-d1b3-49bd-b6ed-2e088f4a2ad9,2022-12-24 00:00:00,missing_item,in_investigation,314.69,365.24,,,
CLM-20230105-23677,59cd8d74-a349-475a-aa0b-0bffd42a7042,2022-12-25 00:00:00,wrong_item,rejected,26.44,27.08,2022-12-30 13:12:01,5.55,0.0
CLM-20221228-56652,deeb2fe6-63b4-4821-b93c-c764c413d70d,2022-12-25 00:00:00,wrong_item,open,145.52,144.91,,,
CLM-20221221-17527,1471b2ab-cc6a-4f18-81c9-a87d9c03bf9d,2022-12-25 07:02:27,non_delivery,resolved,49.4,59.03,2023-01-19 11:32:21,25.19,57.97
CLM-20221223-26058,e95beece-77b7-4a53-9dcb-b07f6b656f0c,2022-12-26 00:00:00,damaged,rejected,105.34,106.42,2023-01-10 17:54:44,15.75,0.0
CLM-20230101-82816,3cc06dbe-45f6-4d9f-863d-b16ca4967b30,2022-12-26 00:00:00,damaged,resolved,17.71,17.91,2023-01-14 10:36:45,19.44,16.8
CLM-20230105-32409,c6355699-88c3-400c-b705-b74c52a3540b,2022-12-26 00:00:00,missing_item,open,51.93,50.93,,,
CLM-20230101-21646,e6c0316f-d717-4233-800a-9b3224dd990e,2022-12-26 00:00:00,missing_item,resolved,131.37,133.05,2023-01-10 12:27:36,15.52,82.23
CLM-20221217-98023,41eb0cae-b7c7-4202-a23c-32865810af1f,2022-12-26 00:00:00,missing_item,resolved,21.2,25.3,2023-01-02 14:03:57,7.59,20.16
CLM-20221230-73253,4c1d08cc-1739-468d-9609-7d1d1f2f4001,2022-12-26 00:00:00,damaged,resolved,178.54,170.79,2023-01-15 20:36:49,20.86,157.26
CLM-20221222-94658,c13a0898-7a71-4603-accc-39765c6d17e6,2022-12-26 05:31:07,other,rejected,33.33,29.1,2023-01-08 23:52:05,13.76,0.0
CLM-20221226-72241,ef23592b-e2bb-4c01-8d48-e8c16e0521ea,2022-12-27 00:00:00,damaged,resolved,148.22,164.2,2023-01-14 12:20:25,18.51,163.74
CLM-20221228-43573,95938166-c0a4-4a3a-a6c1-15c57c01f3c5,2022-12-27 00:00:00,missing_item,resolved,91.18,81.98,2023-01-06 09:47:51,10.41,65.36
CLM-20221226-85236,9dd8c89e-a14f-4710-8b28-4236f9ac7eae,2022-12-27 00:00:00,wrong_item,rejected,197.39,233.01,2023-01-08 08:38:24,12.36,0.0
CLM-20230105-39367,c397922c-af4e-48c0-ba4f-9c10e00fab71,2022-12-27 00:00:00,wrong_item,in_investigation,507.45,506.18,,,
CLM-20221226-66724,827a3305-6541-4186-bd69-853afbf05fdd,2022-12-27 00:00:00,wrong_item,resolved,197.47,225.09,2023-01-09 19:15:19,13.8,145.72
CLM-20221221-98669,74b19fe3-96d4-422e-8c2f-0d0da30d308d,2022-12-28 00:00:00,delay,resolved,45.83,47.08,2023-01-10 00:18:26,13.01,15.32
CLM-20221228-78741,e9dd23ed-d15e-4c65-b178-a5db635830cc,2022-12-28 00:00:00,missing_item,resolved,389.86,405.71,2023-01-12 12:28:48,15.52,250.1
CLM-20221224-23760,5f8f00dc-c865-4a7b-9194-17d95a236d65,2022-12-28 21:33:44,stolen,resolved,1467.11,1418.16,2023-01-16 00:31:01,18.12,1299.53
CLM-20221231-23859,1c651116-754f-4a29-ab34-a34a3bff067b,2022-12-29 00:00:00,wrong_item,resolved,334.02,300.55,2023-01-05 20:23:03,7.85,267.16
CLM-20230102-89421,8c503a06-06c9-48c1-9098-8b0a320caf4b,2022-12-29 00:00:00,missing_item,resolved,132.26,134.5,2023-01-05 05:48:46,7.24,98.66
CLM-20221224-88879,4a324077-4be3-41a2-9db4-9bfdae4d3406,2022-12-30 00:00:00,missing_item,in_investigation,460.83,487.32,,,
CLM-20221221-16855,bb978414-293f-41b0-afbb-b894ba2dffb0,2022-12-30 10:13:44,stolen,resolved,327.76,344.63,2023-02-11 09:44:45,42.98,319.01
CLM-20230105-13796,3026b88b-9636-44f4-a3ac-82b01a051e23,2023-01-01 04:28:16,wrong_item,resolved,169.48,158.81,2023-01-14 18:20:06,13.58,106.83
CLM-20221207-64325,6810848d-b06e-405a-95ed-22cf8d7eec1a,2023-01-01 20:26:42,other,resolved,222.9,210.79,2023-01-12 16:52:43,10.85,75.57
CLM-20230105-52568,23c7cc46-d73f-4bed-a261-748c7adbe11c,2023-01-03 00:00:00,delay,resolved,92.08,93.51,2023-01-10 16:50:04,7.7,16.85
CLM-20221229-23193,fe5525a4-ea79-422c-935f-17152633e745,2023-01-04 00:00:00,delay,resolved,66.57,78.07,2023-01-14 15:38:04,10.65,31.09
CLM-20230103-26760,d09132e0-ccfe-4e69-ba3b-c1cf4ce602ea,2023-01-04 00:00:00,damaged,resolved,57.39,55.07,2023-01-19 07:18:44,15.3,52.57
CLM-20230102-19216,7c4a7687-5a5a-4d75-9cda-85fd187b0e46,2023-01-05 00:00:00,damaged,resolved,357.34,410.31,2023-01-15 18:16:29,10.76,374.26
CLM-20230110-76561,09981656-fca9-4acb-b75a-64227bd8888e,2023-01-05 01:52:12,non_delivery,rejected,764.75,830.36,2023-02-05 06:51:12,31.21,0.0
CLM-20230116-15017,31eeddd9-253c-4dc7-a32b-1ba9ea278ad3,2023-01-06 00:00:00,wrong_item,rejected,30.43,31.71,2023-01-13 17:23:56,7.72,0.0
CLM-20230106-31959,cff4742e-d0e5-4863-99ce-5f95612f43d7,2023-01-06 00:00:00,wrong_item,resolved,69.73,59.23,2023-01-15 13:03:23,9.54,52.45
CLM-20230101-38281,6888037d-9257-4b41-8bb8-7696244bbf49,2023-01-06 15:42:13,stolen,in_investigation,389.45,353.31,,,
CLM-20230101-70089,f75ba90e-e09f-4ab8-a50d-e3e853c2d69e,2023-01-07 15:06:43,non_delivery,resolved,259.12,254.01,2023-02-08 02:35:31,31.48,232.61
CLM-20230109-24628,23dab3f3-0f5a-4537-a1ba-d4bab768aa5f,2023-01-10 00:00:00,wrong_item,resolved,35.74,40.79,2023-01-17 20:34:22,7.86,31.79
CLM-20230118-65956,1b9a213f-78c1-493b-8998-952e59b103ed,2023-01-11 00:00:00,damaged,resolved,90.61,73.01,2023-01-22 13:04:53,11.55,68.04
CLM-20221221-98177,d709d2cb-72c0-4800-93f0-5d55ade88c6c,2023-01-11 21:51:57,other,resolved,103.74,106.8,2023-01-19 07:10:19,7.39,32.07
CLM-20230105-84453,9b6107f4-3e32-4444-b315-809d00b7a140,2023-01-12 20:24:33,other,resolved,30.39,27.92,2023-01-23 02:39:44,10.26,6.48
CLM-20221219-83513,913a22eb-27fb-4c2b-9236-ca35a665ddd0,2023-01-15 00:00:00,damaged,resolved,170.47,182.68,2023-01-28 21:08:27,13.88,178.52
CLM-20230121-43782,22ce6589-1c1b-4007-8ac1-669b0c0462e4,2023-01-17 00:00:00,wrong_item,resolved,17.72,21.12,2023-01-29 03:47:24,12.16,17.15
CLM-20230119-91618,6ac66b03-3e72-4ebc-81ca-982bcd37b1c4,2023-01-17 11:00:27,stolen,rejected,161.74,168.16,2023-02-06 06:12:58,19.8,0.0
CLM-20230117-54649,7f74bea7-28d1-4003-b5b3-3fcecf8d6c5b,2023-01-18 00:00:00,damaged,resolved,78.75,85.1,2023-01-30 10:20:40,12.43,76.59
CLM-20230118-27857,69b065a6-ffd5-447b-bdf5-834f45443c59,2023-01-19 00:00:00,damaged,resolved,87.37,92.09,2023-01-30 01:59:43,11.08,90.17
CLM-20230129-57679,a7d4fd50-bc89-4520-bfe8-94f38e47f434,2023-01-20 00:00:00,damaged,resolved,15.62,14.51,2023-01-27 13:48:33,7.58,13.78
CLM-20230120-69938,17069418-dd2f-40be-bede-2ecf2fda0a8e,2023-01-20 01:05:29,non_delivery,resolved,141.16,159.53,2023-02-13 18:48:05,24.74,152.62
CLM-20230121-40755,3a442b31-bbbf-4138-be28-450cf367eb51,2023-01-21 00:00:00,wrong_item,open,47.91,55.69,,,
CLM-20230122-91399,7ba911ed-843c-4bd6-9919-3f2d122bbb6f,2023-01-22 00:00:00,wrong_item,in_investigation,234.38,211.75,,,
CLM-20230203-58120,c2a3115b-cbb2-4558-94f5-1e100b990cf6,2023-01-25 00:00:00,delay,open,29.32,34.84,,,
CLM-20230128-11861,d907a2d1-9d7e-496e-8963-9e61d9edfddd,2023-01-27 03:51:30,stolen,in_investigation,81.93,66.29,,,
CLM-20230126-60000,df39d80e-75fb-4e89-9e67-f4dc1efa26f3,2023-01-28 00:00:00,missing_item,resolved,27.64,23.48,2023-02-05 02:53:37,8.12,17.06
CLM-20230125-94267,1b1fa11e-e321-4300-8ec1-2d15f284d402,2023-01-28 18:04:42,non_delivery,resolved,48.26,45.72,2023-02-24 14:59:07,26.87,44.02
CLM-20230206-93275,3272ae55-d78b-427c-868b-5bbe0700c067,2023-01-29 00:00:00,wrong_item,open,68.89,62.54,,,
CLM-20230202-32885,2117dea5-48b1-4044-8914-c9cfa019ac06,2023-01-29 00:00:00,damaged,resolved,66.52,73.17,2023-02-18 05:59:03,20.25,68.62
CLM-20230207-66399,8660811b-625b-441f-8c9f-c4897fc34a7d,2023-01-30 00:00:00,missing_item,resolved,85.66,81.5,2023-02-19 05:33:34,20.23,45.79
CLM-20230213-57940,c952ff9b-e660-4426-8503-2bf7b5ea9e27,2023-01-31 00:00:00,missing_item,rejected,41.43,37.21,2023-02-11 22:52:31,11.95,0.0
CLM-20230126-70047,859f0914-be7e-4df4-8daa-2d9cf51ebbb9,2023-01-31 15:56:40,non_delivery,resolved,63.4,66.48,2023-02-27 06:06:02,26.59,61.92
CLM-20230203-36013,0c5aeffc-f633-4c4b-88c7-601f20bac8ae,2023-02-09 05:52:05,other,resolved,19.22,22.67,2023-02-14 21:41:09,5.66,6.35
CLM-20230214-90138,1cc4fa91-cfec-4612-a819-80397c88e651,2023-02-13 00:00:00,damaged,resolved,50.05,52.28,2023-03-02 04:47:52,17.2,48.85
CLM-20230214-54893,2fdf83cc-8eee-4ef0-9266-198a7fdfa29f,2023-02-14 01:50:18,other,resolved,32.07,34.64,2023-02-19 03:58:23,5.09,6.98
CLM-20230215-60650,eb92ffc0-f87a-4bad-a267-466f607f155a,2023-02-15 14:38:10,stolen,resolved,291.62,253.43,2023-03-14 09:56:54,26.8,240.31
CLM-20230219-51970,7664e0af-6627-4d24-9739-b9177f9dd3b8,2023-02-16 05:26:44,stolen,resolved,70.4,60.59,2023-03-09 20:37:18,21.63,56.31
CLM-20230302-84697,6efe20d2-1af2-46c0-a707-6cda54d0851b,2023-02-22 00:00:00,delay,open,12.31,11.38,,,
CLM-20230222-54016,8bdcf852-67ca-49ee-9615-a23c4332e0f2,2023-02-23 01:59:13,stolen,resolved,119.47,108.45,2023-03-27 15:26:13,32.56,102.42
CLM-20230225-26585,2983ffe2-f2b4-4dea-9023-55f37140d611,2023-02-23 05:14:30,non_delivery,resolved,69.49,78.57,2023-04-04 19:13:33,40.58,77.84
CLM-20230301-90952,fcbb0f98-9789-49fb-9bd2-273451ab0215,2023-02-24 00:00:00,damaged,in_investigation,57.0,59.07,,,
CLM-20230305-75651,21899bf4-f118-4464-84b3-df5658f6a421,2023-02-25 00:00:00,damaged,resolved,153.92,133.58,2023-03-13 18:18:44,16.76,123.22
CLM-20230307-38615,f05d21f0-936c-423c-bb00-2a49d949d3ec,2023-02-27 00:00:00,missing_item,resolved,201.8,221.93,2023-03-11 14:30:33,12.6,116.47
CLM-20230305-70896,ca450591-22ad-46d4-8afa-72159b575fdd,2023-02-28 00:00:00,damaged,resolved,188.33,162.43,2023-03-19 21:16:05,19.89,156.64
CLM-20230301-27957,17900ad1-92de-4698-8441-4c524cf15b6e,2023-03-03 00:00:00,damaged,resolved,85.69,93.84,2023-03-12 02:24:29,9.1,89.19
CLM-20230303-42934,ca1ad490-18e4-4e32-baa2-5690dd6c7416,2023-03-05 00:00:00,delay,resolved,38.48,38.33,2023-03-17 20:28:27,12.85,10.12
CLM-20230306-34180,9eaad678-848c-4e1b-b996-91b3850e155e,2023-03-06 00:00:00,missing_item,open,56.13,65.66,,,
CLM-20230311-52631,ad905bb1-8145-4808-92e0-4b73ea6a2da8,2023-03-06 00:00:00,damaged,resolved,73.72,82.18,2023-03-24 16:50:45,18.7,78.44
CLM-20230312-63276,c00319ed-dcc2-46c7-accb-9ee356931c74,2023-03-07 00:00:00,wrong_item,resolved,62.25,71.87,2023-03-14 17:14:33,7.72,58.52
CLM-20230303-24202,d17d9a85-dcf9-4d1a-9252-e68d20d90362,2023-03-08 00:00:00,damaged,open,18.83,19.44,,,
CLM-20230227-48585,1ca95744-65d9-43f3-8151-f5d6c1b9da89,2023-03-08 00:00:00,damaged,resolved,16.94,16.43,2023-03-22 14:20:00,14.6,15.4
CLM-20230315-41607,0b269f02-7d4f-4fd7-a01f-8a8f66113c92,2023-03-09 00:00:00,missing_item,resolved,52.62,55.43,2023-03-21 08:34:02,12.36,37.92
CLM-20230316-99067,3ddee5ef-9532-4b1a-bf12-00ea6aed1075,2023-03-15 15:22:47,stolen,resolved,43.03,51.39,2023-04-10 01:17:48,25.41,48.96
CLM-20230318-42314,a8d4c914-0941-41f6-b4ca-3eebc667334c,2023-03-18 09:25:58,non_delivery,resolved,173.87,203.16,2023-04-28 19:12:43,41.41,184.83
CLM-20230323-43159,cab82ec1-3128-483a-aada-2078f367c78f,2023-03-22 00:00:00,missing_item,in_investigation,73.5,58.81,,,
CLM-20230331-87818,f20a42ae-f30f-436a-b0dc-dbb777574910,2023-03-23 00:00:00,missing_item,open,141.58,147.69,,,
CLM-20230325-82964,a0bcbc5e-dd47-4213-8df5-a5e8e8a3714a,2023-03-23 00:00:00,missing_item,resolved,25.99,22.41,2023-04-12 11:47:55,20.49,17.57
CLM-20230330-21439,42915af4-135b-4bdf-9154-dfaa64d45826,2023-03-26 00:00:00,missing_item,resolved,221.58,185.84,2023-04-08 12:40:51,13.53,117.24
CLM-20230324-66973,7d584692-24fb-4915-9293-7e2d0bda9929,2023-03-28 00:00:00,damaged,open,56.44,50.15,,,
CLM-20230331-37618,76087b71-dc75-4aa2-af75-a510b21e25a1,2023-03-30 00:00:00,damaged,resolved,33.8,29.58,2023-04-12 14:20:08,13.6,29.25
CLM-20230402-82417,6c4ed53e-94d4-4442-b5bf-8d35fe469758,2023-03-31 00:00:00,damaged,in_investigation,30.99,31.05,,,
CLM-20230406-70384,abbe6c35-24dc-488b-a806-13e10f141dac,2023-04-01 00:00:00,missing_item,resolved,106.24,99.27,2023-04-10 13:07:56,9.55,59.28
CLM-20230411-15301,f2789701-8e52-4be0-ae3b-df6a4dafbba5,2023-04-04 00:00:00,damaged,in_investigation,158.09,154.94,,,
CLM-20230401-55765,1c80e169-2a6e-46f3-9010-f6d67dc8967f,2023-04-04 06:33:13,non_delivery,resolved,21.96,23.31,2023-05-01 19:28:30,27.54,22.49
CLM-20230406-73440,a0951cc5-2e3a-4bc2-b3b5-24ab5e78f404,2023-04-06 00:00:00,missing_item,resolved,44.57,44.83,2023-04-24 13:50:10,18.58,23.44
CLM-20230411-21955,969dfccc-d305-41f2-be3b-217fb5393149,2023-04-06 00:00:00,damaged,in_investigation,129.05,149.87,,,
CLM-20230421-54250,c7c8a0ff-5a71-4439-b741-693e45254159,2023-04-09 00:00:00,wrong_item,resolved,44.44,43.59,2023-04-18 15:45:16,9.66,26.55
CLM-20230416-49566,855f4d81-ebd3-4c88-8b2f-bac47e0c4ebb,2023-04-11 00:00:00,missing_item,resolved,56.65,62.29,2023-04-26 14:25:56,15.6,39.05
CLM-20230412-78345,01206afb-a440-4b4c-a048-1496c1ec7a4a,2023-04-11 00:00:00,wrong_item,resolved,30.5,26.32,2023-04-21 15:34:00,10.65,22.91
CLM-20230415-19825,138c2e36-a28a-4f7e-b624-d600befc448b,2023-04-14 00:00:00,missing_item,in_investigation,53.0,63.27,,,
CLM-20230411-50245,498a50ae-ba57-47a1-9942-00f51b886e6f,2023-04-14 03:06:49,non_delivery,open,191.29,189.49,,,
CLM-20230418-71713,a5c6e8a5-5a57-4520-841c-28953aff777f,2023-04-15 00:00:00,damaged,resolved,162.92,167.95,2023-04-29 15:00:54,14.63,159.4
CLM-20230417-38401,312a769a-adf2-404c-8276-695c63e8da49,2023-04-16 00:00:00,damaged,resolved,46.47,40.81,2023-04-25 02:26:41,9.1,36.96
CLM-20230428-91461,e1a676b7-9371-478f-98d9-9f042141c8d4,2023-04-19 00:00:00,missing_item,resolved,22.03,24.16,2023-04-30 14:19:41,11.6,15.65
CLM-20230416-16714,247ff2f8-0f20-4e6b-b214-47236fd22f72,2023-04-19 02:02:32,other,resolved,7.91,7.13,2023-05-02 02:37:01,13.02,2.73
CLM-20230421-22863,113b33fa-3d5a-4d97-8370-2875dc47047d,2023-04-21 00:00:00,damaged,resolved,166.52,167.47,2023-04-30 21:58:57,9.92,160.91
CLM-20230331-28018,c92e6db8-34f5-4263-9104-d8be4f202c59,2023-04-25 01:59:45,other,resolved,46.72,44.91,2023-05-06 14:04:03,11.5,13.71
CLM-20230424-36865,456a3a2e-e25e-49ff-b513-d52a8bbcc063,2023-04-29 21:51:26,stolen,rejected,47.13,53.06,2023-05-14 21:48:08,15.0,0.0
CLM-20230423-65709,0fdff302-239f-4a84-a194-7ae2a1a21d48,2023-05-07 22:37:00,other,resolved,72.9,70.23,2023-05-19 04:06:17,11.23,24.84
CLM-20230515-65803,5dde6fcc-a048-4f42-9df7-72276b406d90,2023-05-11 00:00:00,wrong_item,resolved,11.74,13.62,2023-05-18 21:10:27,7.88,10.06
CLM-20230518-16122,dc7d94e0-149d-4c46-97eb-53156fcef3e9,2023-05-14 00:00:00,missing_item,resolved,42.29,44.55,2023-05-26 23:33:18,12.98,34.29
CLM-20230521-22777,4dfa1679-cf32-47ba-903a-8895c78f08b2,2023-05-16 00:00:00,missing_item,resolved,134.02,145.3,2023-05-24 06:41:36,8.28,114.96
CLM-20230519-17089,475a5ea4-0511-431e-b143-7cb4990e193b,2023-05-17 00:00:00,missing_item,in_investigation,57.65,64.72,,,
CLM-20230524-74566,43b3816f-be01-4fca-b0e7-f7bed309be62,2023-05-19 00:00:00,damaged,resolved,40.86,33.78,2023-06-04 02:53:25,16.12,32.05
CLM-20230527-20683,c55870aa-f86e-4429-a3a2-304399099c5e,2023-05-19 12:45:39,stolen,resolved,193.51,227.96,2023-06-18 14:03:20,30.05,224.12
CLM-20230527-38082,7ad9e477-53a2-4679-8893-8593c6763e96,2023-05-20 00:00:00,missing_item,open,121.28,122.65,,,
CLM-20230602-41460,ae714343-3b6b-4ae4-8585-bc2a1965dfb5,2023-05-21 12:47:50,missing_item,resolved,118.94,119.98,2023-06-08 23:27:34,18.44,67.42
CLM-20230522-27658,d16b12c0-c2a2-41e8-b8e5-57ea297f4bcd,2023-05-23 00:00:00,delay,resolved,29.65,28.47,2023-05-31 06:34:52,8.27,8.86
CLM-20230526-60321,87966d92-b5a3-4487-a8f7-13f5029a2d60,2023-05-24 00:00:00,wrong_item,resolved,159.73,162.84,2023-06-05 17:13:48,12.72,122.82
CLM-20230521-91331,9f27bfe5-0ec8-42a6-a7d2-03a6ff2e01de,2023-05-24 22:49:45,stolen,rejected,22.86,19.63,2023-06-12 09:31:57,18.45,0.0
CLM-20230509-23068,94730390-7aec-458c-880e-d508761d52cd,2023-05-25 02:52:41,stolen,resolved,89.34,103.82,2023-07-02 14:35:16,38.49,102.87
CLM-20230605-27673,caaaf58e-8637-41e6-96a5-b3c616491c0a,2023-05-27 00:00:00,damaged,open,127.68,148.05,,,
CLM-20230607-16654,173bf6b7-9ebd-431e-837b-0ffc4cb5017b,2023-05-29 00:00:00,wrong_item,resolved,44.51,47.57,2023-06-03 08:02:30,5.34,40.75
CLM-20230607-91259,e92f6caf-c2d3-4985-abb3-a597c7b8e158,2023-05-29 00:00:00,partial_delivery,rejected,23.38,25.05,2023-06-10 06:10:52,12.26,0.0
CLM-20230528-66843,a590799d-64f9-4ea7-b936-e5ef204c909a,2023-05-31 00:00:00,damaged,open,18.27,15.19,,,
CLM-20230607-71816,4bcf1191-55f5-4b64-9e81-8a2adda0d8c9,2023-06-03 00:00:00,damaged,in_investigation,49.74,48.67,,,
CLM-20230608-51168,ea5e8264-447b-4ecd-b473-78ebc9ae1a62,2023-06-03 00:00:00,missing_item,resolved,42.98,46.31,2023-06-21 15:31:22,18.65,29.01
CLM-20230608-27565,b1b67350-e04d-4260-b09b-92d4a0d90329,2023-06-08 00:00:00,missing_item,resolved,32.08,29.48,2023-06-17 23:48:37,9.99,20.64
CLM-20230623-41657,95c8d1bb-2ab7-45fa-b3f5-049fd65f023f,2023-06-11 20:32:13,wrong_item,resolved,109.53,114.2,2023-06-22 10:17:49,10.57,97.54
CLM-20230611-19574,95577ac9-4169-4d14-94ff-80efd745adee,2023-06-19 03:26:53,other,in_investigation,58.08,68.21,,,
CLM-20230701-12068,0cb889af-ba12-41ba-9d2d-5b255d6b3935,2023-06-22 00:00:00,missing_item,open,183.65,216.09,,,
CLM-20230701-96111,c58e6042-0ee5-45df-aa12-306022dda47f,2023-06-22 00:00:00,damaged,resolved,35.36,39.11,2023-07-01 18:10:20,9.76,37.63
CLM-20230620-17807,a5399d27-fde6-470f-98ff-48d94b8050b5,2023-06-23 21:54:46,stolen,resolved,158.89,159.15,2023-08-02 02:22:48,39.19,155.07
CLM-20230621-86848,fb7b66dd-e5ef-4d15-b795-f216522b22f8,2023-06-24 00:00:00,wrong_item,resolved,16.89,19.4,2023-07-07 17:28:43,13.73,13.63
CLM-20230625-97964,618ada28-5e3f-40d2-a541-8563620847bc,2023-06-24 13:49:35,stolen,resolved,78.4,84.12,2023-08-07 12:51:13,43.96,78.76
CLM-20230703-40331,78ef0318-9b83-4d3f-8b0d-9caa59abda76,2023-06-27 00:00:00,missing_item,resolved,161.01,161.99,2023-07-14 05:01:43,17.21,82.73
CLM-20230626-97610,acd4ae06-53a3-47ad-8ff2-18cd7fa2fdb5,2023-06-27 00:00:00,damaged,resolved,67.35,61.53,2023-07-14 09:38:35,17.4,58.32
CLM-20230704-80825,076a2658-8bd4-4122-92b6-8921a88e99b4,2023-06-28 00:00:00,missing_item,rejected,89.92,105.2,2023-07-07 08:06:16,9.34,0.0
CLM-20230701-65211,d3904025-078d-4eed-a36f-3e2fc20c4623,2023-07-02 00:00:00,damaged,resolved,61.11,71.85,2023-07-10 02:28:44,8.1,67.17
CLM-20230713-15702,02103081-cd8f-46a7-bd1a-246510880346,2023-07-04 00:00:00,delay,open,55.48,54.84,,,
CLM-20230711-54929,eee1df00-8bd3-477d-b541-63873665147b,2023-07-07 00:00:00,partial_delivery,resolved,92.28,92.08,2023-07-15 02:52:30,8.12,54.85
CLM-20230717-81123,f9fd0a2b-a85b-4fe2-9463-deb49b4afc06,2023-07-08 00:00:00,missing_item,resolved,441.5,496.41,2023-07-19 15:12:31,11.63,274.04
CLM-20230714-37702,b9f76d0c-0ceb-4cc4-95f7-c4ee69d56856,2023-07-08 00:00:00,missing_item,resolved,22.91,25.14,2023-07-21 15:04:30,13.63,14.79
CLM-20230716-87090,2ec3ef99-0660-4fb0-81a2-f6835a536cf8,2023-07-09 00:00:00,damaged,resolved,130.17,140.49,2023-07-24 04:14:53,15.18,132.74
CLM-20230721-57201,c1ddf55a-c927-464a-b63e-d56fb182ab7f,2023-07-13 00:00:00,delay,in_investigation,21.27,17.29,,,
CLM-20230720-83002,a6e5e909-ddca-4251-b158-21be0fb9878d,2023-07-15 05:46:40,delay,resolved,43.36,43.77,2023-07-27 15:06:58,12.39,8.32
CLM-20230709-14447,7eea8d3f-579e-446c-a389-c61ad2c7af7d,2023-07-17 14:44:08,stolen,open,75.6,66.91,,,
CLM-20230804-75869,b1619f47-ede6-4b73-936d-9b61623e2c68,2023-07-28 18:25:02,non_delivery,open,154.72,162.73,,,
CLM-20230807-11027,5b0a0515-3cae-45a0-9aae-112a68640383,2023-08-07 00:00:00,missing_item,resolved,430.85,475.17,2023-08-16 15:52:56,9.66,284.99
CLM-20230804-57879,cfa7cf7f-5e48-4742-b4d9-cfbe03941f0d,2023-08-07 00:00:00,delay,in_investigation,64.05,59.57,,,
CLM-20230817-26006,f4380887-7075-4505-b1b3-8d7432557f34,2023-08-08 00:00:00,missing_item,in_investigation,82.2,66.47,,,
CLM-20230815-74372,7e5f8dfa-c580-40e6-94df-75ab2be145ad,2023-08-13 00:00:00,damaged,resolved,48.82,43.96,2023-08-23 23:44:11,10.99,42.41
CLM-20230820-92045,2703c7b9-27d8-4ba2-abaa-61e9dd157373,2023-08-15 00:00:00,damaged,resolved,107.92,87.76,2023-09-02 08:59:00,18.37,83.92
CLM-20230819-71531,456b18a4-db84-4963-857d-6ecc27b64b7d,2023-08-17 00:00:00,damaged,in_investigation,135.81,149.23,,,
CLM-20230815-96840,ee8b2a5e-9a41-426c-813b-c7ec6b78a99c,2023-08-18 00:00:00,wrong_item,resolved,32.2,30.57,2023-08-29 15:41:11,11.65,26.75
CLM-20230825-91596,73263847-0140-4086-a48f-7df059e968cd,2023-08-19 00:00:00,damaged,in_investigation,142.07,145.16,,,
CLM-20230825-89683,596eb31d-3f53-48b2-a080-8600414e58ff,2023-08-19 00:00:00,damaged,in_investigation,125.77,148.72,,,
CLM-20230831-35522,b2c02c97-297d-47e8-9566-f3b7bed19d1e,2023-08-19 21:14:19,stolen,resolved,107.93,92.25,2023-09-11 17:54:07,22.86,85.37
CLM-20230821-86031,77a41db6-285c-40be-8907-2a3ab664e81d,2023-08-20 00:00:00,delay,resolved,16.85,15.44,2023-08-29 21:26:41,9.89,2.82
CLM-20230826-35147,644d2e31-d09c-4804-920e-3804640ba71f,2023-08-21 23:42:27,stolen,resolved,75.35,70.92,2023-09-05 04:18:27,14.19,67.34
CLM-20230831-39039,e686c8e1-f2ac-42df-89fb-430c7dd5ab69,2023-08-23 04:48:12,non_delivery,resolved,56.44,51.76,2023-09-07 18:09:50,15.56,50.88
CLM-20230815-27946,cc48d36c-6359-4643-b990-62e4d635d18d,2023-08-23 07:36:46,stolen,in_investigation,101.21,96.37,,,
