state_code,date_month,seasonal_period,theft_rate_percent,christmas_theft_multiplier,vandalism_incidents,traffic_congestion_index,weather_disruption_index,risk_zone_score
HI,2025-05-01,Normal,1.49,1.0,30,32.9,30.4,33.1
HI,2025-06-01,Normal,0.5,1.0,25,59.3,50.5,55.4
HI,2025-07-01,Normal,0.52,1.0,25,30.4,48.4,39.9
HI,2025-08-01,Normal,1.49,1.0,43,47.9,30.7,40.8
HI,2025-09-01,Normal,1.08,1.0,17,53.8,54.5,55.2
ID,2020-01-01,Post_Christmas,0.63,1.0,68,40.0,52.9,47.1
ID,2020-02-01,Normal,1.4,1.0,45,48.0,39.2,45.0
ID,2020-03-01,Normal,1.38,1.0,74,40.9,49.1,46.4
ID,2020-04-01,Normal,1.04,1.0,45,31.8,48.0,40.9
ID,2020-05-01,Normal,1.12,1.0,31,30.3,34.3,33.4
ID,2020-06-01,Normal,0.77,1.0,46,32.8,35.8,35.1
ID,2020-07-01,Normal,0.55,1.0,20,33.0,50.5,42.3
ID,2020-08-01,Normal,1.09,1.0,67,48.3,58.0,54.2
ID,2020-09-01,Normal,0.79,1.0,60,45.8,47.3,47.3
ID,2020-10-01,Normal,1.16,1.0,20,43.7,47.0,46.5
ID,2020-11-01,Normal,1.34,1.0,50,50.8,49.4,51.4
ID,2020-12-01,Pre_Christmas,0.68,1.67,67,34.4,43.2,39.9
ID,2021-01-01,Post_Christmas,0.73,1.0,24,53.3,31.6,43.2
ID,2021-02-01,Normal,1.37,1.0,28,57.3,41.9,51.0
ID,2021-03-01,Normal,0.75,1.0,46,43.2,57.0,50.9
ID,2021-04-01,Normal,1.11,1.0,27,32.4,54.1,44.4
ID,2021-05-01,Normal,1.05,1.0,55,54.0,57.8,57.0
ID,2021-06-01,Normal,0.9,1.0,13,56.6,34.6,46.5
ID,2021-07-01,Normal,1.18,1.0,35,42.4,45.2,45.0
ID,2021-08-01,Normal,1.23,1.0,48,37.3,47.5,43.6
ID,2021-09-01,Normal,1.07,1.0,40,31.3,36.3,34.9
ID,2021-10-01,Normal,1.26,1.0,52,47.7,36.0,43.1
ID,2021-11-01,Normal,1.48,1.0,22,57.3,53.5,56.9
ID,2021-12-01,Pre_Christmas,1.2,1.63,49,57.0,50.2,55.6
ID,2022-01-01,Post_Christmas,0.51,1.0,62,49.3,49.4,49.9
ID,2022-02-01,Normal,1.3,1.0,69,55.0,38.0,47.8
ID,2022-03-01,Normal,1.02,1.0,64,44.3,45.2,45.8
ID,2022-04-01,Normal,0.91,1.0,57,54.6,30.7,43.6
ID,2022-05-01,Normal,0.59,1.0,65,41.8,33.9,38.4
ID,2022-06-01,Normal,1.39,1.0,64,40.5,45.5,44.4
ID,2022-07-01,Normal,0.9,1.0,62,47.5,39.3,44.3
ID,2022-08-01,Normal,1.18,1.0,45,43.9,59.0,52.6
ID,2022-09-01,Normal,0.65,1.0,11,59.3,44.1,52.3
ID,2022-10-01,Normal,1.46,1.0,51,45.5,32.5,40.5
ID,2022-11-01,Normal,0.68,1.0,29,41.6,30.5,36.7
ID,2022-12-01,Pre_Christmas,0.96,1.64,88,48.3,51.8,51.6
ID,2023-01-01,Post_Christmas,1.41,1.0,42,40.6,35.1,39.3
ID,2023-02-01,Normal,0.71,1.0,48,51.7,35.6,44.4
ID,2023-03-01,Normal,0.97,1.0,74,41.4,42.7,43.0
ID,2023-04-01,Normal,1.23,1.0,43,41.5,37.9,40.9
ID,2023-05-01,Normal,1.38,1.0,36,48.5,48.5,49.9
ID,2023-06-01,Normal,0.88,1.0,36,31.8,44.6,39.1
ID,2023-07-01,Normal,1.02,1.0,71,49.7,33.3,42.5
ID,2023-08-01,Normal,1.24,1.0,62,45.1,53.5,50.5
ID,2023-09-01,Normal,1.23,1.0,21,43.6,42.8,44.4
ID,2023-10-01,Normal,1.28,1.0,44,51.6,48.3,51.2
ID,2023-11-01,Normal,1.07,1.0,35,52.7,30.1,42.5
ID,2023-12-01,Pre_Christmas,0.83,1.96,78,63.0,48.8,57.5
ID,2024-01-01,Post_Christmas,1.37,1.0,13,39.8,38.5,40.5
ID,2024-02-01,Normal,1.3,1.0,25,51.4,44.8,49.4
ID,2024-03-01,Normal,0.6,1.0,20,47.5,38.9,43.8
ID,2024-04-01,Normal,0.7,1.0,53,49.0,59.9,55.1
ID,2024-05-01,Normal,1.24,1.0,27,46.7,36.9,43.0
ID,2024-06-01,Normal,0.52,1.0,75,53.2,57.4,55.8
ID,2024-07-01,Normal,1.48,1.0,64,35.7,57.5,48.1
ID,2024-08-01,Normal,0.88,1.0,76,46.7,42.6,45.5
ID,2024-09-01,Normal,1.22,1.0,47,34.7,39.1,38.1
ID,2024-10-01,Normal,1.39,1.0,75,42.2,41.4,43.2
ID,2024-11-01,Normal,0.89,1.0,10,49.9,59.7,55.7
ID,2024-12-01,Pre_Christmas,1.08,1.58,40,51.0,48.6,51.5
ID,2025-01-01,Post_Christmas,1.08,1.0,10,56.5,46.3,52.5
ID,2025-02-01,Normal,0.91,1.0,30,53.2,31.1,43.1
ID,2025-03-01,Normal,1.1,1.0,31,45.8,55.4,51.7
ID,2025-04-01,Normal,1.44,1.0,55,58.5,32.5,46.9
ID,2025-05-01,Normal,0.97,1.0,22,42.7,31.4,38.0
ID,2025-06-01,Normal,0.7,1.0,46,53.6,38.2,46.6
ID,2025-07-01,Normal,0.88,1.0,52,35.0,44.3,40.5
ID,2025-08-01,Normal,0.89,1.0,26,38.6,56.9,48.6
ID,2025-09-01,Normal,0.63,1.0,25,40.1,53.7,47.5
IL,2020-01-01,Post_Christmas,1.33,1.0,103,63.2,65.9,65.9
IL,2020-02-01,Normal,2.37,1.0,138,75.1,71.2,75.5
IL,2020-03-01,Normal,1.68,1.0,88,65.8,43.4,56.3
IL,2020-04-01,Normal,2.91,1.0,106,79.0,35.8,60.3
IL,2020-05-01,Normal,1.49,1.0,131,65.7,25.2,46.9
IL,2020-06-01,Normal,1.2,1.0,78,63.7,31.9,49.0
IL,2020-07-01,Normal,2.51,1.0,135,89.1,38.8,66.5
IL,2020-08-01,Normal,2.76,1.0,70,79.7,49.2,67.2
IL,2020-09-01,Normal,1.56,1.0,71,88.1,39.9,65.6
IL,2020-10-01,Normal,1.4,1.0,85,74.7,20.5,49.0
IL,2020-11-01,Normal,1.37,1.0,92,61.0,41.2,52.5
IL,2020-12-01,Pre_Christmas,2.74,2.99,69,89.3,67.5,86.6
IL,2021-01-01,Post_Christmas,1.52,1.0,170,60.4,85.9,74.7
IL,2021-02-01,Normal,1.09,1.0,185,85.8,71.5,79.7
IL,2021-03-01,Normal,1.96,1.0,170,78.6,26.0,54.3
IL,2021-04-01,Normal,2.92,1.0,174,82.3,34.0,61.1
IL,2021-05-01,Normal,2.31,1.0,65,74.8,27.7,53.6
IL,2021-06-01,Normal,1.99,1.0,105,78.6,27.1,54.8
IL,2021-07-01,Normal,1.22,1.0,161,67.7,37.2,53.7
IL,2021-08-01,Normal,1.5,1.0,136,89.2,43.0,67.6
IL,2021-09-01,Normal,1.59,1.0,50,72.0,45.0,60.1
IL,2021-10-01,Normal,2.53,1.0,135,64.9,31.9,50.9
IL,2021-11-01,Normal,2.75,1.0,170,61.7,22.0,44.6
IL,2021-12-01,Pre_Christmas,3.5,2.33,200,94.8,74.5,90.0
IL,2022-01-01,Post_Christmas,2.96,1.0,96,86.9,73.0,82.9
IL,2022-02-01,Normal,2.91,1.0,94,81.1,65.9,76.4
IL,2022-03-01,Normal,1.14,1.0,101,89.7,46.9,69.4
IL,2022-04-01,Normal,1.28,1.0,95,81.7,49.2,66.7
IL,2022-05-01,Normal,1.61,1.0,118,70.2,21.6,47.5
IL,2022-06-01,Normal,2.11,1.0,56,78.0,43.9,63.1
IL,2022-07-01,Normal,1.19,1.0,91,62.4,39.4,52.1
IL,2022-08-01,Normal,2.69,1.0,97,66.7,27.8,49.9
IL,2022-09-01,Normal,2.23,1.0,73,72.5,39.1,58.0
IL,2022-10-01,Normal,2.08,1.0,181,66.1,23.9,47.1
IL,2022-11-01,Normal,1.33,1.0,151,88.6,22.1,56.7
IL,2022-12-01,Pre_Christmas,1.88,2.09,200,100.0,89.8,90.0
IL,2023-01-01,Post_Christmas,2.7,1.0,185,81.3,79.1,82.9
IL,2023-02-01,Normal,2.17,1.0,118,72.2,67.6,72.1
IL,2023-03-01,Normal,2.47,1.0,152,64.2,33.5,51.3
IL,2023-04-01,Normal,1.59,1.0,107,70.1,48.5,60.9
IL,2023-05-01,Normal,1.74,1.0,124,67.0,33.2,51.8
IL,2023-06-01,Normal,1.81,1.0,123,69.8,47.0,60.2
IL,2023-07-01,Normal,2.52,1.0,92,66.5,46.1,58.8
IL,2023-08-01,Normal,2.54,1.0,133,63.4,30.3,49.4
IL,2023-09-01,Normal,1.41,1.0,160,66.5,40.9,55.1
IL,2023-10-01,Normal,2.88,1.0,53,87.2,39.8,66.4
IL,2023-11-01,Normal,1.24,1.0,69,62.6,43.1,54.1
IL,2023-12-01,Pre_Christmas,3.43,2.25,200,80.4,71.0,83.4
IL,2024-01-01,Post_Christmas,1.53,1.0,140,70.6,61.6,67.6
IL,2024-02-01,Normal,2.69,1.0,148,75.5,65.1,73.0
IL,2024-03-01,Normal,1.36,1.0,184,61.3,38.5,51.3
IL,2024-04-01,Normal,1.83,1.0,149,79.5,43.3,63.2
IL,2024-05-01,Normal,1.9,1.0,99,76.9,42.7,61.7
IL,2024-06-01,Normal,1.49,1.0,129,80.4,37.5,60.4
IL,2024-07-01,Normal,2.42,1.0,85,77.0,22.5,52.2
IL,2024-08-01,Normal,2.7,1.0,100,73.1,20.5,49.5
IL,2024-09-01,Normal,2.75,1.0,152,70.5,43.5,59.8
IL,2024-10-01,Normal,1.68,1.0,72,66.8,36.5,53.3
IL,2024-11-01,Normal,2.06,1.0,150,75.0,43.5,61.3
IL,2024-12-01,Pre_Christmas,1.91,2.06,166,68.9,64.9,70.8
IL,2025-01-01,Post_Christmas,1.32,1.0,155,80.3,72.2,77.6
IL,2025-02-01,Normal,2.88,1.0,173,63.3,87.6,78.3
IL,2025-03-01,Normal,2.78,1.0,159,61.9,25.1,46.3
IL,2025-04-01,Normal,2.55,1.0,113,79.6,21.8,53.2
IL,2025-05-01,Normal,2.04,1.0,148,71.9,39.6,57.8
IL,2025-06-01,Normal,1.98,1.0,112,84.1,37.8,62.9
IL,2025-07-01,Normal,2.06,1.0,103,88.1,48.6,70.4
IL,2025-08-01,Normal,2.07,1.0,99,88.7,47.2,70.0
IL,2025-09-01,Normal,1.87,1.0,81,72.8,42.5,59.5
IN,2020-01-01,Post_Christmas,0.63,1.0,77,37.9,30.6,34.9
IN,2020-02-01,Normal,0.63,1.0,56,48.3,44.4,47.0
IN,2020-03-01,Normal,1.45,1.0,22,48.8,56.9,54.3
IN,2020-04-01,Normal,0.98,1.0,70,48.7,43.0,46.8
IN,2020-05-01,Normal,1.45,1.0,20,39.7,58.9,50.8
IN,2020-06-01,Normal,0.66,1.0,51,31.9,49.6,41.4
IN,2020-07-01,Normal,1.05,1.0,21,36.3,33.3,35.8
IN,2020-08-01,Normal,0.71,1.0,35,34.6,45.3,40.7
IN,2020-09-01,Normal,0.75,1.0,56,33.7,50.9,43.0
IN,2020-10-01,Normal,0.53,1.0,79,57.8,32.0,45.4
IN,2020-11-01,Normal,0.62,1.0,79,30.4,40.3,36.0
IN,2020-12-01,Pre_Christmas,1.79,1.9,105,57.4,51.5,57.9
IN,2021-01-01,Post_Christmas,1.11,1.0,26,40.8,34.7,38.9
IN,2021-02-01,Normal,0.97,1.0,74,45.8,40.5,44.1
IN,2021-03-01,Normal,0.9,1.0,29,50.9,50.7,51.7
IN,2021-04-01,Normal,1.03,1.0,11,39.5,53.3,47.4
IN,2021-05-01,Normal,0.69,1.0,55,44.3,45.6,45.6
IN,2021-06-01,Normal,1.49,1.0,15,54.5,58.7,58.1
IN,2021-07-01,Normal,1.32,1.0,12,52.4,57.8,56.4
IN,2021-08-01,Normal,1.24,1.0,75,54.3,44.2,50.5
IN,2021-09-01,Normal,0.97,1.0,44,59.6,34.8,48.2
IN,2021-10-01,Normal,0.65,1.0,17,41.1,53.2,47.8
IN,2021-11-01,Normal,1.42,1.0,55,52.4,37.3,46.3
IN,2021-12-01,Pre_Christmas,1.02,1.76,44,56.1,55.3,57.5
IN,2022-01-01,Post_Christmas,0.84,1.0,47,52.2,47.6,50.7
IN,2022-02-01,Normal,1.29,1.0,55,52.5,41.8,48.4
IN,2022-03-01,Normal,1.12,1.0,67,56.6,46.7,52.8
IN,2022-04-01,Normal,1.25,1.0,39,40.5,46.0,44.5
IN,2022-05-01,Normal,1.29,1.0,77,49.6,57.7,54.9
IN,2022-06-01,Normal,0.71,1.0,41,38.4,36.4,38.1
IN,2022-07-01,Normal,1.42,1.0,42,47.8,57.8,54.2
IN,2022-08-01,Normal,0.94,1.0,71,52.5,30.9,42.6
IN,2022-09-01,Normal,1.14,1.0,54,53.7,53.1,54.5
IN,2022-10-01,Normal,0.5,1.0,70,42.6,57.6,50.6
IN,2022-11-01,Normal,1.49,1.0,65,45.3,41.8,45.0
IN,2022-12-01,Pre_Christmas,0.95,1.67,86,44.7,32.2,40.0
IN,2023-01-01,Post_Christmas,0.96,1.0,26,37.8,54.1,46.9
IN,2023-02-01,Normal,0.63,1.0,53,57.4,55.3,57.0
IN,2023-03-01,Normal,0.65,1.0,29,39.3,40.1,40.3
IN,2023-04-01,Normal,1.13,1.0,32,59.2,45.6,53.5
IN,2023-05-01,Normal,0.89,1.0,64,37.2,54.3,46.6
IN,2023-06-01,Normal,1.42,1.0,22,51.7,35.8,45.2
IN,2023-07-01,Normal,0.82,1.0,17,47.2,48.9,48.9
IN,2023-08-01,Normal,1.23,1.0,63,50.9,42.9,48.1
IN,2023-09-01,Normal,0.96,1.0,30,49.3,35.2,43.2
IN,2023-10-01,Normal,1.16,1.0,63,51.2,54.9,54.2
IN,2023-11-01,Normal,1.1,1.0,47,57.2,39.7,49.6
IN,2023-12-01,Pre_Christmas,1.35,1.83,114,51.9,58.0,57.4
IN,2024-01-01,Post_Christmas,0.84,1.0,46,38.1,47.1,43.4
IN,2024-02-01,Normal,0.68,1.0,24,51.2,45.4,49.0
IN,2024-03-01,Normal,1.18,1.0,79,44.8,42.7,44.9
IN,2024-04-01,Normal,1.35,1.0,62,46.5,42.0,45.6
IN,2024-05-01,Normal,0.54,1.0,17,47.9,54.5,51.7
IN,2024-06-01,Normal,0.95,1.0,10,41.5,50.3,46.8
IN,2024-07-01,Normal,1.39,1.0,28,53.2,53.2,54.6
IN,2024-08-01,Normal,1.25,1.0,11,51.7,42.6,48.4
IN,2024-09-01,Normal,1.49,1.0,35,51.4,37.8,46.1
IN,2024-10-01,Normal,1.03,1.0,79,51.5,32.6,43.1
IN,2024-11-01,Normal,1.16,1.0,43,56.7,53.3,56.2
IN,2024-12-01,Pre_Christmas,1.12,1.82,16,57.3,42.5,51.9
IN,2025-01-01,Post_Christmas,0.87,1.0,44,33.6,45.3,40.3
IN,2025-02-01,Normal,1.24,1.0,16,49.0,44.1,47.8
IN,2025-03-01,Normal,0.9,1.0,63,51.5,42.9,48.1
IN,2025-04-01,Normal,1.06,1.0,41,44.3,50.5,48.5
IN,2025-05-01,Normal,1.22,1.0,11,38.6,48.3,44.7
IN,2025-06-01,Normal,1.01,1.0,57,46.5,59.2,53.9
IN,2025-07-01,Normal,1.41,1.0,41,40.9,34.2,39.0
IN,2025-08-01,Normal,0.92,1.0,64,57.3,47.2,53.2
IN,2025-09-01,Normal,1.15,1.0,53,40.7,31.9,37.5
IA,2020-01-01,Post_Christmas,0.84,1.0,65,35.3,54.2,45.6
IA,2020-02-01,Normal,0.91,1.0,42,47.3,48.5,48.8
IA,2020-03-01,Normal,0.94,1.0,10,41.9,42.9,43.3
IA,2020-04-01,Normal,0.63,1.0,19,32.9,54.1,44.1
IA,2020-05-01,Normal,0.59,1.0,42,46.9,43.7,45.9
IA,2020-06-01,Normal,1.17,1.0,37,46.1,36.8,42.6
IA,2020-07-01,Normal,1.16,1.0,65,35.2,44.2,40.9
IA,2020-08-01,Normal,1.16,1.0,38,47.9,32.1,41.2
IA,2020-09-01,Normal,0.52,1.0,70,47.0,56.9,52.5
IA,2020-10-01,Normal,0.83,1.0,23,53.2,51.9,53.4
IA,2020-11-01,Normal,0.7,1.0,36,40.8,52.8,47.5
IA,2020-12-01,Pre_Christmas,1.75,1.97,80,44.8,56.2,53.9
IA,2021-01-01,Post_Christmas,0.75,1.0,62,46.8,53.7,51.0
IA,2021-02-01,Normal,1.17,1.0,51,30.8,43.0,38.1
IA,2021-03-01,Normal,0.63,1.0,64,54.6,33.6,44.7
IA,2021-04-01,Normal,0.78,1.0,46,35.9,41.2,39.3
IA,2021-05-01,Normal,0.64,1.0,70,53.6,58.0,56.4
IA,2021-06-01,Normal,0.78,1.0,71,51.2,58.5,55.6
IA,2021-07-01,Normal,1.17,1.0,78,59.1,53.0,57.2
IA,2021-08-01,Normal,1.41,1.0,18,59.0,36.1,49.0
IA,2021-09-01,Normal,0.7,1.0,51,38.2,35.8,37.7
IA,2021-10-01,Normal,1.04,1.0,17,53.0,56.4,55.7
IA,2021-11-01,Normal,1.2,1.0,26,39.5,34.3,38.1
IA,2021-12-01,Pre_Christmas,1.92,1.98,41,56.7,47.5,55.9
IA,2022-01-01,Post_Christmas,0.76,1.0,70,31.6,41.3,37.2
IA,2022-02-01,Normal,1.13,1.0,30,30.2,39.1,35.8
IA,2022-03-01,Normal,0.82,1.0,53,31.7,50.3,41.8
IA,2022-04-01,Normal,1.48,1.0,63,33.8,58.8,47.8
IA,2022-05-01,Normal,0.9,1.0,78,37.7,53.3,46.4
IA,2022-06-01,Normal,1.19,1.0,27,57.2,44.6,52.1
IA,2022-07-01,Normal,0.52,1.0,61,45.6,43.2,44.9
IA,2022-08-01,Normal,0.9,1.0,15,53.9,57.2,56.5
IA,2022-09-01,Normal,1.38,1.0,48,55.1,47.3,52.6
IA,2022-10-01,Normal,1.11,1.0,38,52.0,44.9,49.6
IA,2022-11-01,Normal,0.94,1.0,77,41.7,50.5,47.0
IA,2022-12-01,Pre_Christmas,1.97,1.84,93,65.7,37.1,55.0
IA,2023-01-01,Post_Christmas,0.82,1.0,38,52.3,31.9,42.9
IA,2023-02-01,Normal,1.04,1.0,61,57.0,55.7,57.4
IA,2023-03-01,Normal,0.99,1.0,12,48.0,48.2,49.1
IA,2023-04-01,Normal,1.13,1.0,49,45.9,34.9,41.5
IA,2023-05-01,Normal,0.83,1.0,13,56.7,38.9,48.6
IA,2023-06-01,Normal,0.74,1.0,60,43.6,59.7,52.4
IA,2023-07-01,Normal,1.41,1.0,77,54.3,49.0,53.1
IA,2023-08-01,Normal,1.42,1.0,57,31.6,49.1,41.8
IA,2023-09-01,Normal,1.34,1.0,68,30.0,32.2,32.4
IA,2023-10-01,Normal,1.48,1.0,26,45.8,59.1,53.9
IA,2023-11-01,Normal,1.24,1.0,79,32.2,56.8,45.7
IA,2023-12-01,Pre_Christmas,1.71,1.91,68,65.3,46.4,59.1
IA,2024-01-01,Post_Christmas,0.98,1.0,54,51.5,39.3,46.4
IA,2024-02-01,Normal,0.96,1.0,32,37.3,50.9,45.1
IA,2024-03-01,Normal,0.74,1.0,52,59.0,55.0,57.7
IA,2024-04-01,Normal,1.14,1.0,55,41.4,53.6,48.6
IA,2024-05-01,Normal,0.79,1.0,70,30.8,59.3,45.8
IA,2024-06-01,Normal,0.76,1.0,43,30.8,49.1,40.7
IA,2024-07-01,Normal,1.09,1.0,45,46.6,39.6,44.2
IA,2024-08-01,Normal,0.91,1.0,45,59.6,44.9,53.2
IA,2024-09-01,Normal,0.72,1.0,18,59.4,54.5,57.7
IA,2024-10-01,Normal,1.32,1.0,16,40.1,38.0,40.4
IA,2024-11-01,Normal,1.36,1.0,11,44.5,36.9,42.1
IA,2024-12-01,Pre_Christmas,0.8,1.9,81,38.0,51.7,46.4
IA,2025-01-01,Post_Christmas,0.84,1.0,59,48.0,43.3,46.5
IA,2025-02-01,Normal,1.3,1.0,19,37.5,54.5,47.3
IA,2025-03-01,Normal,1.34,1.0,17,48.4,34.3,42.7
IA,2025-04-01,Normal,0.64,1.0,35,57.0,40.1,49.2
IA,2025-05-01,Normal,1.27,1.0,74,30.0,38.0,35.3
IA,2025-06-01,Normal,0.62,1.0,13,36.9,50.9,44.5
IA,2025-07-01,Normal,0.89,1.0,23,36.3,52.8,45.4
IA,2025-08-01,Normal,1.5,1.0,12,33.7,43.7,40.2
IA,2025-09-01,Normal,0.69,1.0,38,35.0,44.3,40.3
KS,2020-01-01,Post_Christmas,0.65,1.0,79,48.8,34.0,42.0
KS,2020-02-01,Normal,0.92,1.0,57,33.1,51.1,43.0
KS,2020-03-01,Normal,1.12,1.0,44,52.2,59.8,57.1
KS,2020-04-01,Normal,1.43,1.0,20,56.6,53.3,56.4
KS,2020-05-01,Normal,1.48,1.0,34,57.8,36.7,48.7
KS,2020-06-01,Normal,0.57,1.0,46,49.8,48.7,49.8
KS,2020-07-01,Normal,0.64,1.0,29,35.9,38.8,38.0
KS,2020-08-01,Normal,1.29,1.0,59,32.6,30.9,33.0
KS,2020-09-01,Normal,0.77,1.0,78,37.0,35.4,37.0
KS,2020-10-01,Normal,1.38,1.0,24,58.9,33.1,47.4
KS,2020-11-01,Normal,1.16,1.0,27,58.9,35.9,48.6
KS,2020-12-01,Pre_Christmas,0.84,1.75,23,47.0,53.9,51.9
KS,2021-01-01,Post_Christmas,0.68,1.0,60,45.3,38.8,42.7
KS,2021-02-01,Normal,0.92,1.0,25,38.8,52.7,46.7
KS,2021-03-01,Normal,1.05,1.0,14,59.4,58.5,60.0
KS,2021-04-01,Normal,1.0,1.0,43,36.6,47.2,42.9
KS,2021-05-01,Normal,1.19,1.0,57,41.1,44.6,44.0
KS,2021-06-01,Normal,1.15,1.0,26,42.9,52.5,48.8
KS,2021-07-01,Normal,1.49,1.0,10,33.8,32.9,34.8
KS,2021-08-01,Normal,1.5,1.0,43,41.5,42.8,43.6
KS,2021-09-01,Normal,1.02,1.0,57,55.7,45.0,51.4
KS,2021-10-01,Normal,0.6,1.0,34,34.2,54.9,45.2
KS,2021-11-01,Normal,1.23,1.0,27,47.5,54.4,52.2
KS,2021-12-01,Pre_Christmas,1.87,1.85,28,47.1,55.4,54.7
KS,2022-01-01,Post_Christmas,0.96,1.0,62,30.4,50.9,41.6
KS,2022-02-01,Normal,0.92,1.0,46,38.2,45.9,43.0
KS,2022-03-01,Normal,0.55,1.0,60,31.9,54.8,43.9
KS,2022-04-01,Normal,1.17,1.0,37,41.3,56.2,49.9
KS,2022-05-01,Normal,0.85,1.0,11,54.3,44.4,50.2
KS,2022-06-01,Normal,1.29,1.0,35,51.6,59.6,56.9
KS,2022-07-01,Normal,1.33,1.0,59,58.4,56.2,58.6
KS,2022-08-01,Normal,1.32,1.0,55,42.8,45.3,45.4
KS,2022-09-01,Normal,0.92,1.0,79,51.2,32.1,42.6
KS,2022-10-01,Normal,0.82,1.0,79,50.0,36.7,44.2
KS,2022-11-01,Normal,1.25,1.0,26,36.5,53.3,46.1
KS,2022-12-01,Pre_Christmas,1.69,1.54,14,45.1,33.3,41.8
KS,2023-01-01,Post_Christmas,1.39,1.0,29,53.9,44.1,50.4
KS,2023-02-01,Normal,0.64,1.0,16,43.9,48.1,46.6
KS,2023-03-01,Normal,1.38,1.0,21,36.8,56.4,48.0
KS,2023-04-01,Normal,0.6,1.0,49,59.8,55.4,58.2
KS,2023-05-01,Normal,0.65,1.0,56,33.5,52.9,43.8
KS,2023-06-01,Normal,1.03,1.0,78,58.7,42.2,51.5
KS,2023-07-01,Normal,0.57,1.0,62,54.3,34.3,44.9
KS,2023-08-01,Normal,0.55,1.0,24,55.2,50.1,53.2
KS,2023-09-01,Normal,0.5,1.0,12,53.8,35.4,45.1
KS,2023-10-01,Normal,0.94,1.0,54,36.2,46.8,42.4
KS,2023-11-01,Normal,1.27,1.0,48,49.0,59.4,55.5
KS,2023-12-01,Pre_Christmas,0.71,1.88,95,61.9,46.5,55.5
KS,2024-01-01,Post_Christmas,1.32,1.0,50,38.1,49.4,45.1
KS,2024-02-01,Normal,0.67,1.0,16,35.4,50.3,43.5
KS,2024-03-01,Normal,0.65,1.0,71,39.8,54.9,48.0
KS,2024-04-01,Normal,1.36,1.0,67,44.4,43.0,45.1
KS,2024-05-01,Normal,1.32,1.0,21,47.2,44.9,47.4
KS,2024-06-01,Normal,1.04,1.0,59,55.1,35.3,46.2
KS,2024-07-01,Normal,1.32,1.0,35,53.1,48.4,52.1
KS,2024-08-01,Normal,0.59,1.0,40,50.3,38.9,45.2
KS,2024-09-01,Normal,0.89,1.0,69,37.9,45.2,42.4
KS,2024-10-01,Normal,1.24,1.0,68,44.4,53.0,49.9
KS,2024-11-01,Normal,0.76,1.0,23,40.1,30.5,36.1
KS,2024-12-01,Pre_Christmas,1.63,1.98,37,40.8,46.9,47.1
KS,2025-01-01,Post_Christmas,1.25,1.0,67,40.2,35.2,39.0
KS,2025-02-01,Normal,0.96,1.0,68,37.7,38.4,39.0
KS,2025-03-01,Normal,0.87,1.0,44,47.2,31.0,40.0
KS,2025-04-01,Normal,0.72,1.0,51,31.9,35.1,34.2
KS,2025-05-01,Normal,0.71,1.0,15,38.1,59.6,49.6
KS,2025-06-01,Normal,1.25,1.0,57,31.3,60.0,46.9
KS,2025-07-01,Normal,0.62,1.0,57,49.2,51.6,51.0
KS,2025-08-01,Normal,0.59,1.0,56,47.0,48.4,48.3
KS,2025-09-01,Normal,0.68,1.0,65,40.1,53.3,47.4
KY,2020-01-01,Post_Christmas,0.68,1.0,76,34.4,56.9,46.3
KY,2020-02-01,Normal,1.32,1.0,69,58.7,45.6,53.5
KY,2020-03-01,Normal,0.9,1.0,62,47.5,31.1,40.2
KY,2020-04-01,Normal,1.49,1.0,78,50.4,51.3,52.3
KY,2020-05-01,Normal,0.64,1.0,57,45.9,59.5,53.3
KY,2020-06-01,Normal,1.15,1.0,57,54.2,37.7,47.1
KY,2020-07-01,Normal,0.95,1.0,47,56.9,43.9,51.3
KY,2020-08-01,Normal,0.89,1.0,63,41.5,40.8,42.0
KY,2020-09-01,Normal,1.38,1.0,14,50.7,41.7,47.6
KY,2020-10-01,Normal,1.48,1.0,45,36.9,51.6,45.7
KY,2020-11-01,Normal,1.37,1.0,39,49.6,41.4,46.9
KY,2020-12-01,Pre_Christmas,0.86,1.54,101,46.2,58.2,53.5
KY,2021-01-01,Post_Christmas,1.16,1.0,22,58.7,53.7,57.4
KY,2021-02-01,Normal,0.79,1.0,71,56.1,30.8,44.2
KY,2021-03-01,Normal,1.23,1.0,69,38.7,54.6,47.9
KY,2021-04-01,Normal,1.07,1.0,26,59.9,53.2,57.6
KY,2021-05-01,Normal,1.05,1.0,71,39.5,45.5,43.5
KY,2021-06-01,Normal,1.33,1.0,44,43.8,44.9,45.7
KY,2021-07-01,Normal,1.21,1.0,77,55.5,55.1,56.5
KY,2021-08-01,Normal,0.53,1.0,61,39.1,42.7,41.4
KY,2021-09-01,Normal,0.55,1.0,12,43.5,34.8,39.7
KY,2021-10-01,Normal,1.1,1.0,24,50.0,39.4,45.8
KY,2021-11-01,Normal,0.99,1.0,38,33.9,38.0,36.9
KY,2021-12-01,Pre_Christmas,0.98,1.92,35,48.3,50.4,51.2
KY,2022-01-01,Post_Christmas,1.26,1.0,70,50.3,35.4,44.1
KY,2022-02-01,Normal,1.33,1.0,40,34.1,49.3,43.0
KY,2022-03-01,Normal,1.06,1.0,25,37.0,44.0,41.6
KY,2022-04-01,Normal,0.89,1.0,22,51.3,55.2,54.1
KY,2022-05-01,Normal,0.77,1.0,74,34.7,44.5,40.4
